iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MKD,North Macedonia,2024-09-14,0.0,0.1,2.6,2024-09-20
MKD,North Macedonia,2024-09-21,0.0,0.3,4.0,2024-09-27
MKD,North Macedonia,2024-09-28,0.0,0.0,2.2,2024-10-04
MKD,North Macedonia,2024-10-05,0.0,0.2,5.2,2024-10-11
MKD,North Macedonia,2024-10-12,0.1,0.4,4.3,2024-10-18
MKD,North Macedonia,2024-10-19,0.0,0.0,2.8,2024-10-25
MKD,North Macedonia,2024-10-26,0.0,0.2,2.4,2024-11-01
MKD,North Macedonia,2024-11-02,0.1,0.3,3.4,2024-11-08
MKD,North Macedonia,2024-11-09,0.1,0.2,4.2,2024-11-15
MKD,North Macedonia,2024-11-16,0.0,0.0,3.2,2024-11-22
MKD,North Macedonia,2024-11-23,0.0,0.1,3.2,2024-11-29
MKD,North Macedonia,2024-11-30,0.0,0.1,2.1,2024-12-06
