iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
CRI,Costa Rica,2024-09-14,0.0,1.8,13.9,2024-09-20
CRI,Costa Rica,2024-09-21,0.0,0.9,12.7,2024-09-27
CRI,Costa Rica,2024-09-28,0.0,1.2,10.8,2024-10-04
CRI,Costa Rica,2024-10-05,0.0,0.9,14.3,2024-10-11
CRI,Costa Rica,2024-10-12,0.0,0.9,12.0,2024-10-18
CRI,Costa Rica,2024-10-19,0.0,1.2,11.9,2024-10-25
CRI,Costa Rica,2024-10-26,0.0,0.8,13.1,2024-11-01
CRI,Costa Rica,2024-11-02,0.0,1.4,11.6,2024-11-08
CRI,Costa Rica,2024-11-09,0.0,0.7,11.7,2024-11-15
CRI,Costa Rica,2024-11-16,0.0,2.6,16.1,2024-11-22
CRI,Costa Rica,2024-11-23,0.0,0.5,9.6,2024-11-29
CRI,Costa Rica,2024-11-30,0.0,1.7,13.1,2024-12-06
