iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
LVA,Latvia,2024-09-14,1.0,1.4,2.4,2024-09-20
LVA,Latvia,2024-09-21,1.5,1.6,1.6,2024-09-27
LVA,Latvia,2024-09-28,1.1,1.2,1.5,2024-10-04
LVA,Latvia,2024-10-05,1.3,1.8,2.0,2024-10-11
LVA,Latvia,2024-10-12,1.3,1.5,1.8,2024-10-18
LVA,Latvia,2024-10-19,1.9,2.4,2.7,2024-10-25
LVA,Latvia,2024-10-26,0.8,1.1,1.8,2024-11-01
LVA,Latvia,2024-11-02,2.0,2.0,2.7,2024-11-08
LVA,Latvia,2024-11-09,1.1,1.1,1.6,2024-11-15
LVA,Latvia,2024-11-16,1.8,2.2,2.5,2024-11-22
LVA,Latvia,2024-11-23,1.1,1.1,1.7,2024-11-29
LVA,Latvia,2024-11-30,1.2,1.7,2.2,2024-12-06
