iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
COL,Colombia,2024-09-14,0.1,17.9,43.4,2024-09-20
COL,Colombia,2024-09-21,0.0,11.4,37.3,2024-09-27
COL,Colombia,2024-09-28,0.0,8.3,29.5,2024-10-04
COL,Colombia,2024-10-05,0.1,10.1,33.7,2024-10-11
COL,Colombia,2024-10-12,0.0,6.0,23.9,2024-10-18
COL,Colombia,2024-10-19,0.0,20.6,49.2,2024-10-25
COL,Colombia,2024-10-26,0.0,7.3,28.4,2024-11-01
COL,Colombia,2024-11-02,0.0,7.5,28.4,2024-11-08
COL,Colombia,2024-11-09,0.0,9.2,28.9,2024-11-15
COL,Colombia,2024-11-16,0.0,12.3,36.2,2024-11-22
COL,Colombia,2024-11-23,0.0,9.1,28.9,2024-11-29
COL,Colombia,2024-11-30,0.0,11.2,34.6,2024-12-06
