iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
HRV,Croatia,2024-09-14,0.2,0.4,1.6,2024-09-20
HRV,Croatia,2024-09-21,0.0,0.0,0.9,2024-09-27
HRV,Croatia,2024-09-28,0.2,0.3,1.6,2024-10-04
HRV,Croatia,2024-10-05,0.2,0.2,1.7,2024-10-11
HRV,Croatia,2024-10-12,0.1,0.1,1.7,2024-10-18
HRV,Croatia,2024-10-19,0.4,1.0,3.3,2024-10-25
HRV,Croatia,2024-10-26,0.0,0.1,0.6,2024-11-01
HRV,Croatia,2024-11-02,0.4,0.6,2.5,2024-11-08
HRV,Croatia,2024-11-09,0.1,0.2,1.5,2024-11-15
HRV,Croatia,2024-11-16,0.0,0.0,1.2,2024-11-22
HRV,Croatia,2024-11-23,0.0,0.3,2.0,2024-11-29
HRV,Croatia,2024-11-30,0.2,0.6,2.2,2024-12-06
