iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
HUN,Hungary,2024-09-14,0.1,1.4,6.5,2024-09-20
HUN,Hungary,2024-09-21,0.0,1.8,7.9,2024-09-27
HUN,Hungary,2024-09-28,0.0,1.4,5.8,2024-10-04
HUN,Hungary,2024-10-05,0.0,1.7,8.8,2024-10-11
HUN,Hungary,2024-10-12,0.0,1.7,6.8,2024-10-18
HUN,Hungary,2024-10-19,0.0,1.5,6.6,2024-10-25
HUN,Hungary,2024-10-26,0.0,1.2,6.5,2024-11-01
HUN,Hungary,2024-11-02,0.0,1.3,7.4,2024-11-08
HUN,Hungary,2024-11-09,0.0,1.1,7.0,2024-11-15
HUN,Hungary,2024-11-16,0.0,1.7,7.7,2024-11-22
HUN,Hungary,2024-11-23,0.0,1.0,6.6,2024-11-29
HUN,Hungary,2024-11-30,0.0,2.0,10.9,2024-12-06
