iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
DOM,Dominican Republic,2024-09-14,0.1,4.1,9.7,2024-09-20
DOM,Dominican Republic,2024-09-21,0.1,5.6,12.5,2024-09-27
DOM,Dominican Republic,2024-09-28,0.0,3.6,8.6,2024-10-04
DOM,Dominican Republic,2024-10-05,0.0,4.1,11.1,2024-10-11
DOM,Dominican Republic,2024-10-12,0.0,3.0,7.7,2024-10-18
DOM,Dominican Republic,2024-10-19,0.0,4.8,12.1,2024-10-25
DOM,Dominican Republic,2024-10-26,0.0,4.2,10.0,2024-11-01
DOM,Dominican Republic,2024-11-02,0.0,5.9,12.6,2024-11-08
DOM,Dominican Republic,2024-11-09,0.1,3.9,9.8,2024-11-15
DOM,Dominican Republic,2024-11-16,0.0,3.9,9.8,2024-11-22
DOM,Dominican Republic,2024-11-23,0.0,4.5,9.6,2024-11-29
DOM,Dominican Republic,2024-11-30,0.2,5.8,13.5,2024-12-06
