iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
ZAF,South Africa,2024-09-14,0.0,7.6,25.8,2024-09-20
ZAF,South Africa,2024-09-21,0.0,6.0,23.6,2024-09-27
ZAF,South Africa,2024-09-28,0.0,6.3,22.4,2024-10-04
ZAF,South Africa,2024-10-05,0.1,7.9,27.3,2024-10-11
ZAF,South Africa,2024-10-12,0.0,8.3,26.3,2024-10-18
ZAF,South Africa,2024-10-19,0.0,6.2,20.1,2024-10-25
ZAF,South Africa,2024-10-26,0.0,7.3,24.6,2024-11-01
ZAF,South Africa,2024-11-02,0.0,8.3,27.8,2024-11-08
ZAF,South Africa,2024-11-09,0.0,8.4,26.4,2024-11-15
ZAF,South Africa,2024-11-16,0.0,7.5,22.5,2024-11-22
ZAF,South Africa,2024-11-23,0.0,8.2,28.0,2024-11-29
ZAF,South Africa,2024-11-30,0.0,4.0,17.9,2024-12-06
