iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
TZA,Tanzania,2024-09-14,0.0,1.9,7.0,2024-09-20
TZA,Tanzania,2024-09-21,0.0,3.2,9.4,2024-09-27
TZA,Tanzania,2024-09-28,0.0,2.2,7.7,2024-10-04
TZA,Tanzania,2024-10-05,0.0,2.0,7.1,2024-10-11
TZA,Tanzania,2024-10-12,0.0,2.6,8.3,2024-10-18
TZA,Tanzania,2024-10-19,0.0,2.1,6.1,2024-10-25
TZA,Tanzania,2024-10-26,0.0,2.4,7.6,2024-11-01
TZA,Tanzania,2024-11-02,0.0,2.2,6.5,2024-11-08
TZA,Tanzania,2024-11-09,0.0,2.4,6.9,2024-11-15
TZA,Tanzania,2024-11-16,0.0,2.2,7.6,2024-11-22
TZA,Tanzania,2024-11-23,0.0,1.7,4.9,2024-11-29
TZA,Tanzania,2024-11-30,0.0,2.1,7.2,2024-12-06
