iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MYS,Malaysia,2024-09-14,1.1,4.7,19.2,2024-09-20
MYS,Malaysia,2024-09-21,0.8,4.6,18.0,2024-09-27
MYS,Malaysia,2024-09-28,1.0,4.7,19.9,2024-10-04
MYS,Malaysia,2024-10-05,0.3,4.4,17.7,2024-10-11
MYS,Malaysia,2024-10-12,0.5,3.0,17.2,2024-10-18
MYS,Malaysia,2024-10-19,0.6,3.8,17.1,2024-10-25
MYS,Malaysia,2024-10-26,0.3,3.2,17.1,2024-11-01
MYS,Malaysia,2024-11-02,0.8,4.2,16.2,2024-11-08
MYS,Malaysia,2024-11-09,1.0,4.7,20.5,2024-11-15
MYS,Malaysia,2024-11-16,0.7,5.1,18.4,2024-11-22
MYS,Malaysia,2024-11-23,0.6,4.0,16.1,2024-11-29
MYS,Malaysia,2024-11-30,0.9,4.5,18.9,2024-12-06
