iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
LBR,Liberia,2024-09-14,0.0,0.2,2.7,2024-09-20
LBR,Liberia,2024-09-21,0.0,0.1,3.0,2024-09-27
LBR,Liberia,2024-09-28,0.0,0.1,2.3,2024-10-04
LBR,Liberia,2024-10-05,0.0,0.1,2.7,2024-10-11
LBR,Liberia,2024-10-12,0.0,0.0,2.1,2024-10-18
LBR,Liberia,2024-10-19,0.0,0.1,1.7,2024-10-25
LBR,Liberia,2024-10-26,0.0,0.2,3.0,2024-11-01
LBR,Liberia,2024-11-02,0.0,0.0,0.9,2024-11-08
LBR,Liberia,2024-11-09,0.0,0.0,2.5,2024-11-15
LBR,Liberia,2024-11-16,0.0,0.0,3.4,2024-11-22
LBR,Liberia,2024-11-23,0.0,0.2,3.2,2024-11-29
LBR,Liberia,2024-11-30,0.0,0.0,2.6,2024-12-06
