iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MNG,Mongolia,2024-09-14,0.5,2.1,5.2,2024-09-20
MNG,Mongolia,2024-09-21,0.2,1.1,3.5,2024-09-27
MNG,Mongolia,2024-09-28,0.3,1.4,3.0,2024-10-04
MNG,Mongolia,2024-10-05,0.4,1.3,3.7,2024-10-11
MNG,Mongolia,2024-10-12,0.4,1.2,3.1,2024-10-18
MNG,Mongolia,2024-10-19,0.5,1.4,4.1,2024-10-25
MNG,Mongolia,2024-10-26,0.4,1.1,3.5,2024-11-01
MNG,Mongolia,2024-11-02,0.8,1.2,3.2,2024-11-08
MNG,Mongolia,2024-11-09,0.6,1.8,3.7,2024-11-15
MNG,Mongolia,2024-11-16,0.6,1.3,3.3,2024-11-22
MNG,Mongolia,2024-11-23,0.4,1.2,3.5,2024-11-29
MNG,Mongolia,2024-11-30,0.5,2.3,5.1,2024-12-06
