iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MOZ,Mozambique,2024-09-14,0.5,3.2,20.2,2024-09-20
MOZ,Mozambique,2024-09-21,0.3,3.8,17.9,2024-09-27
MOZ,Mozambique,2024-09-28,0.5,2.7,21.2,2024-10-04
MOZ,Mozambique,2024-10-05,0.3,3.0,15.9,2024-10-11
MOZ,Mozambique,2024-10-12,0.1,3.5,16.6,2024-10-18
MOZ,Mozambique,2024-10-19,0.0,2.6,18.2,2024-10-25
MOZ,Mozambique,2024-10-26,0.2,3.7,20.2,2024-11-01
MOZ,Mozambique,2024-11-02,0.3,4.4,19.7,2024-11-08
MOZ,Mozambique,2024-11-09,0.1,3.1,15.5,2024-11-15
MOZ,Mozambique,2024-11-16,0.1,3.7,15.6,2024-11-22
MOZ,Mozambique,2024-11-23,0.1,3.1,17.3,2024-11-29
MOZ,Mozambique,2024-11-30,0.3,3.8,18.0,2024-12-06
