iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MDG,Madagascar,2024-09-14,8.4,29.3,66.6,2024-09-20
MDG,Madagascar,2024-09-21,9.6,33.3,70.4,2024-09-27
MDG,Madagascar,2024-09-28,6.3,28.0,66.2,2024-10-04
MDG,Madagascar,2024-10-05,6.0,27.3,63.9,2024-10-11
MDG,Madagascar,2024-10-12,5.7,29.3,63.4,2024-10-18
MDG,Madagascar,2024-10-19,6.2,26.8,63.3,2024-10-25
MDG,Madagascar,2024-10-26,5.4,24.2,59.8,2024-11-01
MDG,Madagascar,2024-11-02,8.3,30.3,66.0,2024-11-08
MDG,Madagascar,2024-11-09,8.1,29.4,64.8,2024-11-15
MDG,Madagascar,2024-11-16,8.9,31.0,67.1,2024-11-22
MDG,Madagascar,2024-11-23,3.6,22.2,56.8,2024-11-29
MDG,Madagascar,2024-11-30,7.0,29.9,66.3,2024-12-06
