iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
SDN,Sudan,2024-09-14,0.5,14.0,98.6,2024-09-20
SDN,Sudan,2024-09-21,0.3,12.3,99.2,2024-09-27
SDN,Sudan,2024-09-28,0.7,17.0,99.0,2024-10-04
SDN,Sudan,2024-10-05,0.1,10.4,98.2,2024-10-11
SDN,Sudan,2024-10-12,0.2,14.6,99.2,2024-10-18
SDN,Sudan,2024-10-19,0.1,16.2,99.5,2024-10-25
SDN,Sudan,2024-10-26,0.1,8.0,97.8,2024-11-01
SDN,Sudan,2024-11-02,0.0,9.9,98.0,2024-11-08
SDN,Sudan,2024-11-09,0.4,11.0,97.4,2024-11-15
SDN,Sudan,2024-11-16,0.4,14.1,99.7,2024-11-22
SDN,Sudan,2024-11-23,0.1,15.2,99.5,2024-11-29
SDN,Sudan,2024-11-30,0.9,21.9,99.4,2024-12-06
