iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
NGA,Nigeria,2024-09-14,0.5,11.5,34.9,2024-09-20
NGA,Nigeria,2024-09-21,0.2,11.3,38.8,2024-09-27
NGA,Nigeria,2024-09-28,0.0,8.5,32.3,2024-10-04
NGA,Nigeria,2024-10-05,0.1,10.2,33.4,2024-10-11
NGA,Nigeria,2024-10-12,0.0,7.4,26.7,2024-10-18
NGA,Nigeria,2024-10-19,0.3,14.3,41.4,2024-10-25
NGA,Nigeria,2024-10-26,0.2,11.4,38.3,2024-11-01
NGA,Nigeria,2024-11-02,0.2,9.0,33.2,2024-11-08
NGA,Nigeria,2024-11-09,0.6,11.1,36.4,2024-11-15
NGA,Nigeria,2024-11-16,0.6,12.8,37.8,2024-11-22
NGA,Nigeria,2024-11-23,0.0,6.9,28.1,2024-11-29
NGA,Nigeria,2024-11-30,0.4,12.8,41.7,2024-12-06
