iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
IND,India,2024-09-14,1.8,12.2,54.5,2024-09-20
IND,India,2024-09-21,0.9,9.4,51.2,2024-09-27
IND,India,2024-09-28,1.3,10.6,52.0,2024-10-04
IND,India,2024-10-05,2.7,13.2,54.5,2024-10-11
IND,India,2024-10-12,1.9,10.9,56.6,2024-10-18
IND,India,2024-10-19,1.1,10.2,54.0,2024-10-25
IND,India,2024-10-26,1.4,13.2,52.0,2024-11-01
IND,India,2024-11-02,1.3,11.4,53.4,2024-11-08
IND,India,2024-11-09,1.7,11.8,53.3,2024-11-15
IND,India,2024-11-16,0.6,7.8,43.7,2024-11-22
IND,India,2024-11-23,1.3,10.7,55.4,2024-11-29
IND,India,2024-11-30,0.7,7.0,47.2,2024-12-06
