iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
BGR,Bulgaria,2024-09-14,0.0,0.0,7.6,2024-09-20
BGR,Bulgaria,2024-09-21,0.2,0.2,6.6,2024-09-27
BGR,Bulgaria,2024-09-28,0.1,0.1,7.2,2024-10-04
BGR,Bulgaria,2024-10-05,0.0,0.2,7.5,2024-10-11
BGR,Bulgaria,2024-10-12,0.1,0.3,7.5,2024-10-18
BGR,Bulgaria,2024-10-19,0.0,0.0,4.0,2024-10-25
BGR,Bulgaria,2024-10-26,0.1,0.1,5.8,2024-11-01
BGR,Bulgaria,2024-11-02,0.0,0.3,7.7,2024-11-08
BGR,Bulgaria,2024-11-09,0.0,0.4,4.7,2024-11-15
BGR,Bulgaria,2024-11-16,0.1,0.1,6.6,2024-11-22
BGR,Bulgaria,2024-11-23,0.0,0.0,5.1,2024-11-29
BGR,Bulgaria,2024-11-30,0.1,0.2,6.6,2024-12-06
