iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
PRI,Puerto Rico,2024-09-14,0.5,2.7,9.7,2024-09-20
PRI,Puerto Rico,2024-09-21,0.2,3.2,14.2,2024-09-27
PRI,Puerto Rico,2024-09-28,0.2,3.4,10.5,2024-10-04
PRI,Puerto Rico,2024-10-05,0.0,2.0,9.5,2024-10-11
PRI,Puerto Rico,2024-10-12,0.4,2.2,10.5,2024-10-18
PRI,Puerto Rico,2024-10-19,0.0,2.2,9.8,2024-10-25
PRI,Puerto Rico,2024-10-26,0.0,1.5,6.8,2024-11-01
PRI,Puerto Rico,2024-11-02,0.1,2.4,9.9,2024-11-08
PRI,Puerto Rico,2024-11-09,0.0,1.7,8.7,2024-11-15
PRI,Puerto Rico,2024-11-16,0.2,2.3,9.4,2024-11-22
PRI,Puerto Rico,2024-11-23,0.1,2.2,8.7,2024-11-29
PRI,Puerto Rico,2024-11-30,0.2,3.7,11.1,2024-12-06
