iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
THA,Thailand,2024-09-14,0.0,0.0,0.5,2024-09-20
THA,Thailand,2024-09-21,0.0,0.0,0.5,2024-09-27
THA,Thailand,2024-09-28,0.0,0.0,0.9,2024-10-04
THA,Thailand,2024-10-05,0.0,0.0,0.7,2024-10-11
THA,Thailand,2024-10-12,0.0,0.0,0.8,2024-10-18
THA,Thailand,2024-10-19,0.0,0.0,0.7,2024-10-25
THA,Thailand,2024-10-26,0.0,0.0,0.7,2024-11-01
THA,Thailand,2024-11-02,0.0,0.0,0.7,2024-11-08
THA,Thailand,2024-11-09,0.0,0.1,1.5,2024-11-15
THA,Thailand,2024-11-16,0.0,0.0,0.8,2024-11-22
THA,Thailand,2024-11-23,0.0,0.0,1.0,2024-11-29
THA,Thailand,2024-11-30,0.0,0.0,0.7,2024-12-06
