iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
CMR,Cameroon,2024-09-14,5.5,34.1,87.3,2024-09-20
CMR,Cameroon,2024-09-21,2.7,27.2,84.2,2024-09-27
CMR,Cameroon,2024-09-28,3.3,27.6,83.7,2024-10-04
CMR,Cameroon,2024-10-05,3.7,30.1,85.7,2024-10-11
CMR,Cameroon,2024-10-12,3.3,28.7,84.4,2024-10-18
CMR,Cameroon,2024-10-19,2.7,33.0,83.3,2024-10-25
CMR,Cameroon,2024-10-26,4.3,30.9,83.2,2024-11-01
CMR,Cameroon,2024-11-02,3.4,30.6,86.8,2024-11-08
CMR,Cameroon,2024-11-09,3.2,28.8,85.5,2024-11-15
CMR,Cameroon,2024-11-16,4.3,32.1,85.5,2024-11-22
CMR,Cameroon,2024-11-23,2.2,23.5,80.7,2024-11-29
CMR,Cameroon,2024-11-30,4.7,33.0,85.8,2024-12-06
