iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MDV,Maldives,2024-09-14,0.2,3.0,14.1,2024-09-20
MDV,Maldives,2024-09-21,0.0,1.6,13.3,2024-09-27
MDV,Maldives,2024-09-28,0.0,1.4,10.5,2024-10-04
MDV,Maldives,2024-10-05,0.2,2.3,13.7,2024-10-11
MDV,Maldives,2024-10-12,0.2,2.8,13.2,2024-10-18
MDV,Maldives,2024-10-19,0.1,3.3,13.6,2024-10-25
MDV,Maldives,2024-10-26,0.2,2.7,14.1,2024-11-01
MDV,Maldives,2024-11-02,0.3,1.2,10.3,2024-11-08
MDV,Maldives,2024-11-09,0.2,2.3,13.3,2024-11-15
MDV,Maldives,2024-11-16,0.0,2.3,13.2,2024-11-22
MDV,Maldives,2024-11-23,0.2,2.9,13.1,2024-11-29
MDV,Maldives,2024-11-30,0.2,2.1,14.1,2024-12-06
