iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
UKR,Ukraine,2024-09-14,0.0,0.1,7.9,2024-09-20
UKR,Ukraine,2024-09-21,0.1,0.3,13.6,2024-09-27
UKR,Ukraine,2024-09-28,0.0,0.5,8.3,2024-10-04
UKR,Ukraine,2024-10-05,0.1,0.9,12.5,2024-10-11
UKR,Ukraine,2024-10-12,0.0,0.1,4.2,2024-10-18
UKR,Ukraine,2024-10-19,0.0,0.1,7.6,2024-10-25
UKR,Ukraine,2024-10-26,0.1,0.3,7.4,2024-11-01
UKR,Ukraine,2024-11-02,0.0,0.2,6.1,2024-11-08
UKR,Ukraine,2024-11-09,0.0,0.2,4.1,2024-11-15
UKR,Ukraine,2024-11-16,0.0,0.3,11.3,2024-11-22
UKR,Ukraine,2024-11-23,0.0,0.2,10.3,2024-11-29
UKR,Ukraine,2024-11-30,0.0,0.1,4.9,2024-12-06
