iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MLI,Mali,2024-09-14,0.4,24.4,60.6,2024-09-20
MLI,Mali,2024-09-21,0.5,23.6,61.0,2024-09-27
MLI,Mali,2024-09-28,0.6,22.8,59.1,2024-10-04
MLI,Mali,2024-10-05,0.7,26.6,63.4,2024-10-11
MLI,Mali,2024-10-12,0.4,21.0,57.3,2024-10-18
MLI,Mali,2024-10-19,0.3,18.0,52.5,2024-10-25
MLI,Mali,2024-10-26,0.3,17.4,49.0,2024-11-01
MLI,Mali,2024-11-02,0.1,20.9,58.6,2024-11-08
MLI,Mali,2024-11-09,0.6,19.9,51.7,2024-11-15
MLI,Mali,2024-11-16,0.5,21.2,59.7,2024-11-22
MLI,Mali,2024-11-23,0.0,21.7,61.6,2024-11-29
MLI,Mali,2024-11-30,0.3,21.8,59.2,2024-12-06
