iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
KGZ,Kyrgyzstan,2024-09-14,0.0,2.6,11.5,2024-09-20
KGZ,Kyrgyzstan,2024-09-21,0.0,2.1,9.6,2024-09-27
KGZ,Kyrgyzstan,2024-09-28,0.0,2.5,11.5,2024-10-04
KGZ,Kyrgyzstan,2024-10-05,0.0,1.6,12.3,2024-10-11
KGZ,Kyrgyzstan,2024-10-12,0.0,1.6,9.7,2024-10-18
KGZ,Kyrgyzstan,2024-10-19,0.0,2.8,12.6,2024-10-25
KGZ,Kyrgyzstan,2024-10-26,0.0,2.7,13.4,2024-11-01
KGZ,Kyrgyzstan,2024-11-02,0.0,3.3,13.6,2024-11-08
KGZ,Kyrgyzstan,2024-11-09,0.0,2.1,9.6,2024-11-15
KGZ,Kyrgyzstan,2024-11-16,0.0,4.3,13.7,2024-11-22
KGZ,Kyrgyzstan,2024-11-23,0.0,1.2,9.5,2024-11-29
KGZ,Kyrgyzstan,2024-11-30,0.0,2.8,10.8,2024-12-06
