iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
NAM,Namibia,2024-09-14,0.0,0.6,3.3,2024-09-20
NAM,Namibia,2024-09-21,0.1,1.0,4.6,2024-09-27
NAM,Namibia,2024-09-28,0.0,0.8,4.5,2024-10-04
NAM,Namibia,2024-10-05,0.0,0.4,3.4,2024-10-11
NAM,Namibia,2024-10-12,0.0,0.7,4.4,2024-10-18
NAM,Namibia,2024-10-19,0.0,0.3,4.0,2024-10-25
NAM,Namibia,2024-10-26,0.0,1.0,3.8,2024-11-01
NAM,Namibia,2024-11-02,0.0,0.6,3.2,2024-11-08
NAM,Namibia,2024-11-09,0.0,1.0,4.4,2024-11-15
NAM,Namibia,2024-11-16,0.1,0.7,4.5,2024-11-22
NAM,Namibia,2024-11-23,0.0,0.6,3.1,2024-11-29
NAM,Namibia,2024-11-30,0.0,0.5,4.6,2024-12-06
