iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
NER,Niger,2024-09-14,0.2,6.2,37.0,2024-09-20
NER,Niger,2024-09-21,0.3,6.6,36.2,2024-09-27
NER,Niger,2024-09-28,0.6,6.0,35.0,2024-10-04
NER,Niger,2024-10-05,0.2,5.4,35.7,2024-10-11
NER,Niger,2024-10-12,0.9,9.6,44.4,2024-10-18
NER,Niger,2024-10-19,0.7,6.9,34.7,2024-10-25
NER,Niger,2024-10-26,0.8,9.1,46.6,2024-11-01
NER,Niger,2024-11-02,0.2,5.3,36.6,2024-11-08
NER,Niger,2024-11-09,0.1,6.3,37.2,2024-11-15
NER,Niger,2024-11-16,0.3,5.8,36.0,2024-11-22
NER,Niger,2024-11-23,0.5,6.8,38.8,2024-11-29
NER,Niger,2024-11-30,0.4,6.4,37.2,2024-12-06
