iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
TCD,Chad,2024-09-14,0.1,7.8,21.5,2024-09-20
TCD,Chad,2024-09-21,0.0,7.9,20.6,2024-09-27
TCD,Chad,2024-09-28,0.0,8.3,23.2,2024-10-04
TCD,Chad,2024-10-05,0.0,7.4,20.9,2024-10-11
TCD,Chad,2024-10-12,0.1,6.0,19.9,2024-10-18
TCD,Chad,2024-10-19,0.0,5.6,18.9,2024-10-25
TCD,Chad,2024-10-26,0.0,6.1,19.3,2024-11-01
TCD,Chad,2024-11-02,0.0,6.7,19.5,2024-11-08
TCD,Chad,2024-11-09,0.0,6.3,19.4,2024-11-15
TCD,Chad,2024-11-16,0.0,6.7,20.1,2024-11-22
TCD,Chad,2024-11-23,0.0,6.0,18.9,2024-11-29
TCD,Chad,2024-11-30,0.0,6.5,20.7,2024-12-06
