iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MEX,Mexico,2024-09-14,0.4,2.9,12.2,2024-09-20
MEX,Mexico,2024-09-21,0.0,0.5,5.7,2024-09-27
MEX,Mexico,2024-09-28,0.0,0.0,4.8,2024-10-04
MEX,Mexico,2024-10-05,0.1,0.8,7.4,2024-10-11
MEX,Mexico,2024-10-12,0.1,1.3,8.7,2024-10-18
MEX,Mexico,2024-10-19,0.0,0.1,3.8,2024-10-25
MEX,Mexico,2024-10-26,0.0,0.7,5.9,2024-11-01
MEX,Mexico,2024-11-02,0.0,0.5,3.1,2024-11-08
MEX,Mexico,2024-11-09,0.2,1.1,8.6,2024-11-15
MEX,Mexico,2024-11-16,0.0,0.1,3.3,2024-11-22
MEX,Mexico,2024-11-23,0.0,0.1,2.1,2024-11-29
MEX,Mexico,2024-11-30,0.0,0.8,5.7,2024-12-06
