iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
AUS,Australia,2024-09-14,0.0,0.7,7.2,2024-09-20
AUS,Australia,2024-09-21,0.0,1.0,7.0,2024-09-27
AUS,Australia,2024-09-28,0.0,0.5,4.9,2024-10-04
AUS,Australia,2024-10-05,0.0,0.6,5.4,2024-10-11
AUS,Australia,2024-10-12,0.0,0.4,5.9,2024-10-18
AUS,Australia,2024-10-19,0.0,0.6,6.7,2024-10-25
AUS,Australia,2024-10-26,0.0,0.2,4.0,2024-11-01
AUS,Australia,2024-11-02,0.0,1.4,8.5,2024-11-08
AUS,Australia,2024-11-09,0.0,0.3,4.5,2024-11-15
AUS,Australia,2024-11-16,0.1,1.2,6.1,2024-11-22
AUS,Australia,2024-11-23,0.0,0.4,6.1,2024-11-29
AUS,Australia,2024-11-30,0.0,0.4,5.3,2024-12-06
