iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
GRC,Greece,2024-09-14,0.0,0.1,5.0,2024-09-20
GRC,Greece,2024-09-21,0.0,0.1,4.8,2024-09-27
GRC,Greece,2024-09-28,0.0,0.2,5.3,2024-10-04
GRC,Greece,2024-10-05,0.0,0.1,6.3,2024-10-11
GRC,Greece,2024-10-12,0.0,0.1,6.0,2024-10-18
GRC,Greece,2024-10-19,0.0,0.4,6.1,2024-10-25
GRC,Greece,2024-10-26,0.0,0.1,6.1,2024-11-01
GRC,Greece,2024-11-02,0.0,0.8,6.9,2024-11-08
GRC,Greece,2024-11-09,0.0,0.1,5.6,2024-11-15
GRC,Greece,2024-11-16,0.0,0.1,5.3,2024-11-22
GRC,Greece,2024-11-23,0.0,0.1,6.3,2024-11-29
GRC,Greece,2024-11-30,0.0,0.5,5.8,2024-12-06
