iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
PRT,Portugal,2024-09-14,0.0,7.4,19.1,2024-09-20
PRT,Portugal,2024-09-21,0.1,5.4,17.2,2024-09-27
PRT,Portugal,2024-09-28,0.2,6.6,17.5,2024-10-04
PRT,Portugal,2024-10-05,0.1,6.5,15.2,2024-10-11
PRT,Portugal,2024-10-12,0.2,6.8,18.1,2024-10-18
PRT,Portugal,2024-10-19,0.2,7.5,16.4,2024-10-25
PRT,Portugal,2024-10-26,0.0,7.2,18.1,2024-11-01
PRT,Portugal,2024-11-02,0.0,7.4,19.8,2024-11-08
PRT,Portugal,2024-11-09,0.2,12.0,23.8,2024-11-15
PRT,Portugal,2024-11-16,0.0,6.6,18.7,2024-11-22
PRT,Portugal,2024-11-23,0.1,6.8,17.4,2024-11-29
PRT,Portugal,2024-11-30,0.2,10.0,26.3,2024-12-06
