iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
SUR,Suriname,2024-09-14,0.2,2.5,2.8,2024-09-20
SUR,Suriname,2024-09-21,0.5,2.4,3.4,2024-09-27
SUR,Suriname,2024-09-28,0.4,3.1,3.7,2024-10-04
SUR,Suriname,2024-10-05,1.0,3.8,4.5,2024-10-11
SUR,Suriname,2024-10-12,0.2,2.6,3.8,2024-10-18
SUR,Suriname,2024-10-19,0.4,2.9,3.4,2024-10-25
SUR,Suriname,2024-10-26,0.3,2.0,3.6,2024-11-01
SUR,Suriname,2024-11-02,0.8,2.0,3.0,2024-11-08
SUR,Suriname,2024-11-09,0.4,2.7,3.1,2024-11-15
SUR,Suriname,2024-11-16,1.0,3.6,3.9,2024-11-22
SUR,Suriname,2024-11-23,0.3,3.5,4.4,2024-11-29
SUR,Suriname,2024-11-30,0.2,2.8,3.4,2024-12-06
