iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
TZA,Tanzania,2024-10-05,0.1,10.0,21.6,2024-10-11
TZA,Tanzania,2024-10-12,0.0,9.0,19.4,2024-10-18
TZA,Tanzania,2024-10-19,0.1,9.3,20.6,2024-10-25
TZA,Tanzania,2024-10-26,0.0,9.5,22.2,2024-11-01
TZA,Tanzania,2024-11-02,0.1,10.5,22.3,2024-11-08
TZA,Tanzania,2024-11-09,0.0,9.4,22.2,2024-11-15
TZA,Tanzania,2024-11-16,0.3,8.9,19.5,2024-11-22
TZA,Tanzania,2024-11-23,0.0,6.7,18.8,2024-11-29
TZA,Tanzania,2024-11-30,0.1,7.9,16.9,2024-12-06
TZA,Tanzania,2024-12-07,0.0,9.1,18.7,2024-12-13
TZA,Tanzania,2024-12-14,0.2,10.2,21.5,2024-12-20
TZA,Tanzania,2024-12-21,0.2,9.3,21.5,2024-12-27
