iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
USA,United States,2024-10-05,0.0,0.0,0.6,2024-10-11
USA,United States,2024-10-12,0.0,0.0,0.4,2024-10-18
USA,United States,2024-10-19,0.0,0.0,0.2,2024-10-25
USA,United States,2024-10-26,0.0,0.0,2.0,2024-11-01
USA,United States,2024-11-02,0.0,0.0,0.7,2024-11-08
USA,United States,2024-11-09,0.0,0.0,1.0,2024-11-15
USA,United States,2024-11-16,0.0,0.1,0.8,2024-11-22
USA,United States,2024-11-23,0.0,0.1,2.4,2024-11-29
USA,United States,2024-11-30,0.0,0.0,1.0,2024-12-06
USA,United States,2024-12-07,0.0,0.1,1.7,2024-12-13
USA,United States,2024-12-14,0.0,0.2,1.4,2024-12-20
USA,United States,2024-12-21,0.0,0.0,1.1,2024-12-27
