iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
GHA,Ghana,2024-10-05,0.6,4.5,13.4,2024-10-11
GHA,Ghana,2024-10-12,0.7,6.2,16.8,2024-10-18
GHA,Ghana,2024-10-19,0.4,4.9,14.5,2024-10-25
GHA,Ghana,2024-10-26,1.2,4.6,15.6,2024-11-01
GHA,Ghana,2024-11-02,0.5,4.2,13.2,2024-11-08
GHA,Ghana,2024-11-09,1.4,5.5,14.8,2024-11-15
GHA,Ghana,2024-11-16,1.0,5.4,12.6,2024-11-22
GHA,Ghana,2024-11-23,1.0,5.7,16.7,2024-11-29
GHA,Ghana,2024-11-30,0.7,5.6,17.3,2024-12-06
GHA,Ghana,2024-12-07,1.5,7.6,17.8,2024-12-13
GHA,Ghana,2024-12-14,1.4,6.6,14.9,2024-12-20
GHA,Ghana,2024-12-21,0.7,6.3,16.3,2024-12-27
