iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
IRN,Iran,2024-10-05,0.0,0.0,3.5,2024-10-11
IRN,Iran,2024-10-12,0.0,0.0,3.7,2024-10-18
IRN,Iran,2024-10-19,0.0,0.0,3.8,2024-10-25
IRN,Iran,2024-10-26,0.0,0.0,4.4,2024-11-01
IRN,Iran,2024-11-02,0.0,0.1,3.7,2024-11-08
IRN,Iran,2024-11-09,0.0,0.0,3.7,2024-11-15
IRN,Iran,2024-11-16,0.0,0.0,2.9,2024-11-22
IRN,Iran,2024-11-23,0.0,0.1,4.7,2024-11-29
IRN,Iran,2024-11-30,0.0,0.0,2.8,2024-12-06
IRN,Iran,2024-12-07,0.0,0.0,3.4,2024-12-13
IRN,Iran,2024-12-14,0.0,0.0,3.2,2024-12-20
IRN,Iran,2024-12-21,0.0,0.0,3.7,2024-12-27
