iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
SOM,Somalia,2024-10-05,2.7,12.9,28.1,2024-10-11
SOM,Somalia,2024-10-12,1.9,8.0,21.5,2024-10-18
SOM,Somalia,2024-10-19,0.3,4.6,14.0,2024-10-25
SOM,Somalia,2024-10-26,0.7,4.8,15.8,2024-11-01
SOM,Somalia,2024-11-02,0.8,4.9,15.1,2024-11-08
SOM,Somalia,2024-11-09,0.3,4.5,13.4,2024-11-15
SOM,Somalia,2024-11-16,0.6,3.8,12.2,2024-11-22
SOM,Somalia,2024-11-23,1.2,7.1,16.8,2024-11-29
SOM,Somalia,2024-11-30,1.4,8.5,21.5,2024-12-06
SOM,Somalia,2024-12-07,0.3,3.8,12.5,2024-12-13
SOM,Somalia,2024-12-14,0.8,5.6,16.2,2024-12-20
SOM,Somalia,2024-12-21,1.2,7.9,20.2,2024-12-27
