iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
TTO,Trinidad and Tobago,2024-10-05,1.5,2.9,11.9,2024-10-11
TTO,Trinidad and Tobago,2024-10-12,2.6,4.3,12.2,2024-10-18
TTO,Trinidad and Tobago,2024-10-19,2.9,3.8,13.6,2024-10-25
TTO,Trinidad and Tobago,2024-10-26,2.0,2.6,9.8,2024-11-01
TTO,Trinidad and Tobago,2024-11-02,3.4,5.7,17.5,2024-11-08
TTO,Trinidad and Tobago,2024-11-09,1.4,2.1,10.4,2024-11-15
TTO,Trinidad and Tobago,2024-11-16,2.6,4.5,16.7,2024-11-22
TTO,Trinidad and Tobago,2024-11-23,2.4,3.5,10.9,2024-11-29
TTO,Trinidad and Tobago,2024-11-30,1.8,2.7,10.7,2024-12-06
TTO,Trinidad and Tobago,2024-12-07,2.9,4.4,12.2,2024-12-13
TTO,Trinidad and Tobago,2024-12-14,2.7,4.3,12.1,2024-12-20
TTO,Trinidad and Tobago,2024-12-21,1.3,2.2,9.1,2024-12-27
