iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
ROU,Romania,2024-10-05,0.2,2.4,6.9,2024-10-11
ROU,Romania,2024-10-12,0.0,2.1,9.3,2024-10-18
ROU,Romania,2024-10-19,0.1,2.2,7.7,2024-10-25
ROU,Romania,2024-10-26,0.0,2.4,11.3,2024-11-01
ROU,Romania,2024-11-02,0.0,2.3,7.3,2024-11-08
ROU,Romania,2024-11-09,0.0,2.3,7.4,2024-11-15
ROU,Romania,2024-11-16,0.0,2.4,9.6,2024-11-22
ROU,Romania,2024-11-23,0.3,1.7,7.3,2024-11-29
ROU,Romania,2024-11-30,0.0,1.3,5.6,2024-12-06
ROU,Romania,2024-12-07,0.0,1.4,7.5,2024-12-13
ROU,Romania,2024-12-14,0.0,2.4,8.2,2024-12-20
ROU,Romania,2024-12-21,0.0,1.5,6.2,2024-12-27
