iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
NOR,Norway,2024-10-05,0.4,1.3,8.9,2024-10-11
NOR,Norway,2024-10-12,0.6,1.8,7.3,2024-10-18
NOR,Norway,2024-10-19,0.6,1.7,7.8,2024-10-25
NOR,Norway,2024-10-26,0.7,1.8,5.9,2024-11-01
NOR,Norway,2024-11-02,0.5,2.4,7.3,2024-11-08
NOR,Norway,2024-11-09,0.4,1.9,6.7,2024-11-15
NOR,Norway,2024-11-16,0.4,1.4,5.7,2024-11-22
NOR,Norway,2024-11-23,0.4,1.6,7.3,2024-11-29
NOR,Norway,2024-11-30,0.6,2.2,6.6,2024-12-06
NOR,Norway,2024-12-07,0.8,2.4,7.2,2024-12-13
NOR,Norway,2024-12-14,0.9,1.5,7.2,2024-12-20
NOR,Norway,2024-12-21,0.5,1.8,8.0,2024-12-27
