iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
BRA,Brazil,2024-10-05,0.2,0.8,7.2,2024-10-11
BRA,Brazil,2024-10-12,0.4,1.3,8.1,2024-10-18
BRA,Brazil,2024-10-19,0.2,1.1,6.5,2024-10-25
BRA,Brazil,2024-10-26,0.2,0.8,6.3,2024-11-01
BRA,Brazil,2024-11-02,0.5,1.2,9.2,2024-11-08
BRA,Brazil,2024-11-09,0.2,1.3,8.0,2024-11-15
BRA,Brazil,2024-11-16,0.1,0.5,5.9,2024-11-22
BRA,Brazil,2024-11-23,0.4,1.5,9.8,2024-11-29
BRA,Brazil,2024-11-30,0.8,1.6,8.0,2024-12-06
BRA,Brazil,2024-12-07,0.1,0.5,5.6,2024-12-13
BRA,Brazil,2024-12-14,0.1,0.8,6.6,2024-12-20
BRA,Brazil,2024-12-21,0.2,0.9,7.8,2024-12-27
