iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
AUT,Austria,2024-10-05,0.0,0.9,3.4,2024-10-11
AUT,Austria,2024-10-12,0.0,1.0,4.0,2024-10-18
AUT,Austria,2024-10-19,0.0,1.6,3.8,2024-10-25
AUT,Austria,2024-10-26,0.0,0.9,3.9,2024-11-01
AUT,Austria,2024-11-02,0.1,2.5,5.5,2024-11-08
AUT,Austria,2024-11-09,0.3,1.4,4.5,2024-11-15
AUT,Austria,2024-11-16,0.0,1.8,5.3,2024-11-22
AUT,Austria,2024-11-23,0.1,1.0,3.9,2024-11-29
AUT,Austria,2024-11-30,0.0,1.2,4.5,2024-12-06
AUT,Austria,2024-12-07,0.0,1.3,3.6,2024-12-13
AUT,Austria,2024-12-14,0.2,2.1,6.5,2024-12-20
AUT,Austria,2024-12-21,0.0,0.9,3.6,2024-12-27
