iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
BOL,Bolivia,2024-10-05,0.0,4.5,16.8,2024-10-11
BOL,Bolivia,2024-10-12,0.0,4.9,18.3,2024-10-18
BOL,Bolivia,2024-10-19,0.0,4.7,18.0,2024-10-25
BOL,Bolivia,2024-10-26,0.1,4.0,16.7,2024-11-01
BOL,Bolivia,2024-11-02,0.0,3.3,12.4,2024-11-08
BOL,Bolivia,2024-11-09,0.1,5.8,18.6,2024-11-15
BOL,Bolivia,2024-11-16,0.2,3.9,13.8,2024-11-22
BOL,Bolivia,2024-11-23,0.0,3.6,14.5,2024-11-29
BOL,Bolivia,2024-11-30,0.0,3.4,13.2,2024-12-06
BOL,Bolivia,2024-12-07,0.2,8.4,27.0,2024-12-13
BOL,Bolivia,2024-12-14,0.1,4.7,17.9,2024-12-20
BOL,Bolivia,2024-12-21,0.0,3.9,17.0,2024-12-27
