iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
BGD,Bangladesh,2024-10-05,0.0,0.5,8.0,2024-10-11
BGD,Bangladesh,2024-10-12,0.0,0.4,7.4,2024-10-18
BGD,Bangladesh,2024-10-19,0.0,0.7,9.3,2024-10-25
BGD,Bangladesh,2024-10-26,0.0,0.2,5.9,2024-11-01
BGD,Bangladesh,2024-11-02,0.0,0.4,9.7,2024-11-08
BGD,Bangladesh,2024-11-09,0.0,0.7,9.0,2024-11-15
BGD,Bangladesh,2024-11-16,0.0,0.1,7.4,2024-11-22
BGD,Bangladesh,2024-11-23,0.0,0.6,9.9,2024-11-29
BGD,Bangladesh,2024-11-30,0.0,0.4,6.9,2024-12-06
BGD,Bangladesh,2024-12-07,0.0,0.1,6.7,2024-12-13
BGD,Bangladesh,2024-12-14,0.0,0.3,7.1,2024-12-20
BGD,Bangladesh,2024-12-21,0.0,0.2,5.6,2024-12-27
