iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MUS,Mauritius,2024-10-05,0.1,0.9,5.2,2024-10-11
MUS,Mauritius,2024-10-12,0.4,1.6,7.2,2024-10-18
MUS,Mauritius,2024-10-19,0.3,1.0,7.3,2024-10-25
MUS,Mauritius,2024-10-26,0.3,1.3,5.8,2024-11-01
MUS,Mauritius,2024-11-02,0.2,1.1,7.8,2024-11-08
MUS,Mauritius,2024-11-09,0.7,1.9,9.9,2024-11-15
MUS,Mauritius,2024-11-16,0.3,1.5,8.0,2024-11-22
MUS,Mauritius,2024-11-23,0.5,1.3,7.9,2024-11-29
MUS,Mauritius,2024-11-30,0.3,1.2,6.3,2024-12-06
MUS,Mauritius,2024-12-07,0.9,1.9,9.7,2024-12-13
MUS,Mauritius,2024-12-14,0.8,1.5,7.4,2024-12-20
MUS,Mauritius,2024-12-21,0.3,1.8,9.6,2024-12-27
