iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
IRL,Ireland,2024-10-05,0.0,1.0,4.4,2024-10-11
IRL,Ireland,2024-10-12,0.1,0.5,5.8,2024-10-18
IRL,Ireland,2024-10-19,0.2,0.7,4.0,2024-10-25
IRL,Ireland,2024-10-26,0.0,0.5,4.1,2024-11-01
IRL,Ireland,2024-11-02,0.3,1.3,7.3,2024-11-08
IRL,Ireland,2024-11-09,0.2,1.0,5.0,2024-11-15
IRL,Ireland,2024-11-16,0.4,0.9,5.7,2024-11-22
IRL,Ireland,2024-11-23,0.1,1.1,6.3,2024-11-29
IRL,Ireland,2024-11-30,0.1,0.3,4.9,2024-12-06
IRL,Ireland,2024-12-07,0.2,1.3,5.7,2024-12-13
IRL,Ireland,2024-12-14,0.1,0.7,6.5,2024-12-20
IRL,Ireland,2024-12-21,0.3,1.2,5.9,2024-12-27
