iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
CAN,Canada,2024-10-05,0.1,1.0,7.0,2024-10-11
CAN,Canada,2024-10-12,0.0,1.2,7.6,2024-10-18
CAN,Canada,2024-10-19,0.0,1.3,5.3,2024-10-25
CAN,Canada,2024-10-26,0.3,2.4,9.7,2024-11-01
CAN,Canada,2024-11-02,0.0,1.1,7.9,2024-11-08
CAN,Canada,2024-11-09,0.0,0.7,7.4,2024-11-15
CAN,Canada,2024-11-16,0.0,0.5,4.5,2024-11-22
CAN,Canada,2024-11-23,0.1,1.5,7.5,2024-11-29
CAN,Canada,2024-11-30,0.0,1.9,7.0,2024-12-06
CAN,Canada,2024-12-07,0.1,1.0,8.4,2024-12-13
CAN,Canada,2024-12-14,0.1,1.5,6.0,2024-12-20
CAN,Canada,2024-12-21,0.0,1.0,5.7,2024-12-27
