iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MLI,Mali,2024-10-05,0.0,1.5,10.6,2024-10-11
MLI,Mali,2024-10-12,0.0,1.6,9.9,2024-10-18
MLI,Mali,2024-10-19,0.1,2.0,12.1,2024-10-25
MLI,Mali,2024-10-26,0.0,2.4,14.0,2024-11-01
MLI,Mali,2024-11-02,0.0,0.7,7.8,2024-11-08
MLI,Mali,2024-11-09,0.0,1.4,11.2,2024-11-15
MLI,Mali,2024-11-16,0.0,2.1,10.8,2024-11-22
MLI,Mali,2024-11-23,0.1,2.3,11.9,2024-11-29
MLI,Mali,2024-11-30,0.0,1.9,11.7,2024-12-06
MLI,Mali,2024-12-07,0.1,2.5,12.9,2024-12-13
MLI,Mali,2024-12-14,0.0,2.1,12.2,2024-12-20
MLI,Mali,2024-12-21,0.0,1.3,12.3,2024-12-27
