iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
DNK,Denmark,2024-10-05,0.0,1.8,6.9,2024-10-11
DNK,Denmark,2024-10-12,0.0,1.4,6.2,2024-10-18
DNK,Denmark,2024-10-19,0.0,1.3,6.5,2024-10-25
DNK,Denmark,2024-10-26,0.0,2.3,7.0,2024-11-01
DNK,Denmark,2024-11-02,0.1,1.7,7.2,2024-11-08
DNK,Denmark,2024-11-09,0.0,1.3,5.4,2024-11-15
DNK,Denmark,2024-11-16,0.0,1.4,5.4,2024-11-22
DNK,Denmark,2024-11-23,0.0,1.0,5.4,2024-11-29
DNK,Denmark,2024-11-30,0.0,2.4,8.1,2024-12-06
DNK,Denmark,2024-12-07,0.0,1.2,5.3,2024-12-13
DNK,Denmark,2024-12-14,0.0,1.2,7.1,2024-12-20
DNK,Denmark,2024-12-21,0.0,2.2,6.6,2024-12-27
