iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MWI,Malawi,2024-10-05,0.0,5.2,21.5,2024-10-11
MWI,Malawi,2024-10-12,0.1,5.4,22.5,2024-10-18
MWI,Malawi,2024-10-19,0.3,5.2,23.4,2024-10-25
MWI,Malawi,2024-10-26,0.1,6.1,25.5,2024-11-01
MWI,Malawi,2024-11-02,0.1,6.6,26.7,2024-11-08
MWI,Malawi,2024-11-09,0.0,4.1,21.7,2024-11-15
MWI,Malawi,2024-11-16,0.0,4.6,25.4,2024-11-22
MWI,Malawi,2024-11-23,0.3,7.3,23.3,2024-11-29
MWI,Malawi,2024-11-30,0.1,4.0,18.4,2024-12-06
MWI,Malawi,2024-12-07,0.2,5.1,24.1,2024-12-13
MWI,Malawi,2024-12-14,0.0,4.4,22.5,2024-12-20
MWI,Malawi,2024-12-21,0.1,6.1,23.9,2024-12-27
