iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
LBY,Libya,2024-10-05,0.0,0.6,6.5,2024-10-11
LBY,Libya,2024-10-12,0.0,0.8,6.3,2024-10-18
LBY,Libya,2024-10-19,0.0,0.4,5.4,2024-10-25
LBY,Libya,2024-10-26,0.0,0.5,5.0,2024-11-01
LBY,Libya,2024-11-02,0.0,1.3,7.3,2024-11-08
LBY,Libya,2024-11-09,0.0,0.7,5.7,2024-11-15
LBY,Libya,2024-11-16,0.0,0.9,7.9,2024-11-22
LBY,Libya,2024-11-23,0.0,0.5,6.6,2024-11-29
LBY,Libya,2024-11-30,0.0,1.2,7.8,2024-12-06
LBY,Libya,2024-12-07,0.0,0.6,6.1,2024-12-13
LBY,Libya,2024-12-14,0.0,0.8,5.9,2024-12-20
LBY,Libya,2024-12-21,0.0,0.5,6.0,2024-12-27
