iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
SDN,Sudan,2024-10-05,3.5,26.5,93.7,2024-10-11
SDN,Sudan,2024-10-12,2.4,22.8,91.6,2024-10-18
SDN,Sudan,2024-10-19,1.9,16.9,86.1,2024-10-25
SDN,Sudan,2024-10-26,2.6,22.8,91.6,2024-11-01
SDN,Sudan,2024-11-02,3.0,22.4,92.2,2024-11-08
SDN,Sudan,2024-11-09,1.5,20.1,89.3,2024-11-15
SDN,Sudan,2024-11-16,3.5,26.7,91.8,2024-11-22
SDN,Sudan,2024-11-23,4.0,25.3,91.7,2024-11-29
SDN,Sudan,2024-11-30,2.2,20.3,90.1,2024-12-06
SDN,Sudan,2024-12-07,1.4,16.6,89.4,2024-12-13
SDN,Sudan,2024-12-14,2.6,19.9,91.7,2024-12-20
SDN,Sudan,2024-12-21,2.5,20.6,92.6,2024-12-27
