iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
NGA,Nigeria,2024-10-05,0.0,2.6,8.8,2024-10-11
NGA,Nigeria,2024-10-12,0.0,3.1,10.3,2024-10-18
NGA,Nigeria,2024-10-19,0.1,3.0,11.6,2024-10-25
NGA,Nigeria,2024-10-26,0.1,5.9,16.1,2024-11-01
NGA,Nigeria,2024-11-02,0.0,1.8,9.2,2024-11-08
NGA,Nigeria,2024-11-09,0.1,3.5,11.6,2024-11-15
NGA,Nigeria,2024-11-16,0.0,1.9,8.1,2024-11-22
NGA,Nigeria,2024-11-23,0.1,3.3,13.1,2024-11-29
NGA,Nigeria,2024-11-30,0.1,3.1,11.3,2024-12-06
NGA,Nigeria,2024-12-07,0.2,3.5,11.7,2024-12-13
NGA,Nigeria,2024-12-14,0.1,2.3,10.5,2024-12-20
NGA,Nigeria,2024-12-21,0.0,1.8,7.8,2024-12-27
