iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
SUR,Suriname,2024-10-05,0.7,3.6,4.0,2024-10-11
SUR,Suriname,2024-10-12,0.1,3.5,4.7,2024-10-18
SUR,Suriname,2024-10-19,0.3,2.3,3.6,2024-10-25
SUR,Suriname,2024-10-26,0.7,3.8,4.8,2024-11-01
SUR,Suriname,2024-11-02,0.7,2.7,4.1,2024-11-08
SUR,Suriname,2024-11-09,0.7,3.7,4.7,2024-11-15
SUR,Suriname,2024-11-16,0.6,3.4,4.6,2024-11-22
SUR,Suriname,2024-11-23,0.2,3.6,4.5,2024-11-29
SUR,Suriname,2024-11-30,0.6,3.4,3.9,2024-12-06
SUR,Suriname,2024-12-07,0.3,3.7,5.0,2024-12-13
SUR,Suriname,2024-12-14,0.7,4.0,4.5,2024-12-20
SUR,Suriname,2024-12-21,0.6,3.0,3.7,2024-12-27
