iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
ETH,Ethiopia,2024-10-05,0.5,22.7,67.2,2024-10-11
ETH,Ethiopia,2024-10-12,2.2,27.8,71.8,2024-10-18
ETH,Ethiopia,2024-10-19,0.2,20.5,65.1,2024-10-25
ETH,Ethiopia,2024-10-26,0.3,17.1,62.8,2024-11-01
ETH,Ethiopia,2024-11-02,0.7,23.1,72.5,2024-11-08
ETH,Ethiopia,2024-11-09,0.7,18.8,62.2,2024-11-15
ETH,Ethiopia,2024-11-16,1.0,22.9,71.2,2024-11-22
ETH,Ethiopia,2024-11-23,0.8,19.8,67.7,2024-11-29
ETH,Ethiopia,2024-11-30,0.4,23.7,70.8,2024-12-06
ETH,Ethiopia,2024-12-07,1.1,26.5,71.1,2024-12-13
ETH,Ethiopia,2024-12-14,0.6,21.9,69.8,2024-12-20
ETH,Ethiopia,2024-12-21,1.3,25.5,70.8,2024-12-27
