iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MDG,Madagascar,2024-10-05,2.5,14.7,49.4,2024-10-11
MDG,Madagascar,2024-10-12,2.8,19.3,55.0,2024-10-18
MDG,Madagascar,2024-10-19,1.6,13.9,47.5,2024-10-25
MDG,Madagascar,2024-10-26,2.1,17.9,55.0,2024-11-01
MDG,Madagascar,2024-11-02,2.4,16.0,53.0,2024-11-08
MDG,Madagascar,2024-11-09,1.2,16.3,54.3,2024-11-15
MDG,Madagascar,2024-11-16,3.4,19.9,55.5,2024-11-22
MDG,Madagascar,2024-11-23,2.6,16.1,54.3,2024-11-29
MDG,Madagascar,2024-11-30,2.5,17.7,53.4,2024-12-06
MDG,Madagascar,2024-12-07,1.9,16.4,55.8,2024-12-13
MDG,Madagascar,2024-12-14,1.2,16.4,52.1,2024-12-20
MDG,Madagascar,2024-12-21,2.0,17.9,54.6,2024-12-27
