iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
CIV,Ivory Coast,2024-10-05,0.0,0.0,3.5,2024-10-11
CIV,Ivory Coast,2024-10-12,0.0,0.0,3.8,2024-10-18
CIV,Ivory Coast,2024-10-19,0.0,0.0,3.6,2024-10-25
CIV,Ivory Coast,2024-10-26,0.0,0.3,3.3,2024-11-01
CIV,Ivory Coast,2024-11-02,0.0,0.1,4.1,2024-11-08
CIV,Ivory Coast,2024-11-09,0.0,0.0,5.0,2024-11-15
CIV,Ivory Coast,2024-11-16,0.0,0.2,4.9,2024-11-22
CIV,Ivory Coast,2024-11-23,0.0,0.0,4.0,2024-11-29
CIV,Ivory Coast,2024-11-30,0.0,0.0,3.6,2024-12-06
CIV,Ivory Coast,2024-12-07,0.0,0.0,2.8,2024-12-13
CIV,Ivory Coast,2024-12-14,0.0,0.1,2.9,2024-12-20
CIV,Ivory Coast,2024-12-21,0.0,0.0,3.3,2024-12-27
