iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
SWE,Sweden,2024-10-05,0.0,0.8,4.0,2024-10-11
SWE,Sweden,2024-10-12,0.1,1.1,3.6,2024-10-18
SWE,Sweden,2024-10-19,0.1,1.4,5.3,2024-10-25
SWE,Sweden,2024-10-26,0.2,0.8,2.7,2024-11-01
SWE,Sweden,2024-11-02,0.1,0.6,3.6,2024-11-08
SWE,Sweden,2024-11-09,0.0,0.6,3.6,2024-11-15
SWE,Sweden,2024-11-16,0.3,0.9,4.2,2024-11-22
SWE,Sweden,2024-11-23,0.2,0.6,3.0,2024-11-29
SWE,Sweden,2024-11-30,0.1,0.6,4.2,2024-12-06
SWE,Sweden,2024-12-07,0.3,1.3,6.3,2024-12-13
SWE,Sweden,2024-12-14,0.2,1.2,4.7,2024-12-20
SWE,Sweden,2024-12-21,0.2,1.8,5.9,2024-12-27
