iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
EST,Estonia,2024-10-05,1.3,1.3,5.0,2024-10-11
EST,Estonia,2024-10-12,0.9,0.9,5.2,2024-10-18
EST,Estonia,2024-10-19,1.8,1.8,6.5,2024-10-25
EST,Estonia,2024-10-26,0.9,0.9,4.7,2024-11-01
EST,Estonia,2024-11-02,1.0,1.0,4.1,2024-11-08
EST,Estonia,2024-11-09,0.7,0.7,3.4,2024-11-15
EST,Estonia,2024-11-16,1.5,1.5,4.5,2024-11-22
EST,Estonia,2024-11-23,1.4,1.4,5.0,2024-11-29
EST,Estonia,2024-11-30,1.3,1.3,4.2,2024-12-06
EST,Estonia,2024-12-07,1.4,1.4,5.2,2024-12-13
EST,Estonia,2024-12-14,1.0,1.0,4.8,2024-12-20
EST,Estonia,2024-12-21,1.7,1.7,5.8,2024-12-27
