iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
IRQ,Iraq,2024-10-05,0.1,0.3,4.3,2024-10-11
IRQ,Iraq,2024-10-12,0.0,1.7,8.5,2024-10-18
IRQ,Iraq,2024-10-19,0.0,0.8,7.5,2024-10-25
IRQ,Iraq,2024-10-26,0.0,0.7,8.0,2024-11-01
IRQ,Iraq,2024-11-02,0.0,0.6,5.9,2024-11-08
IRQ,Iraq,2024-11-09,0.1,0.7,7.5,2024-11-15
IRQ,Iraq,2024-11-16,0.0,1.2,7.5,2024-11-22
IRQ,Iraq,2024-11-23,0.0,0.9,9.5,2024-11-29
IRQ,Iraq,2024-11-30,0.0,2.5,12.0,2024-12-06
IRQ,Iraq,2024-12-07,0.0,0.5,4.3,2024-12-13
IRQ,Iraq,2024-12-14,0.0,0.6,8.5,2024-12-20
IRQ,Iraq,2024-12-21,0.0,1.5,7.4,2024-12-27
