iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
DEU,Germany,2024-10-05,0.2,0.9,5.8,2024-10-11
DEU,Germany,2024-10-12,0.1,0.5,4.2,2024-10-18
DEU,Germany,2024-10-19,0.3,0.5,4.7,2024-10-25
DEU,Germany,2024-10-26,0.0,0.1,2.7,2024-11-01
DEU,Germany,2024-11-02,0.2,0.3,5.1,2024-11-08
DEU,Germany,2024-11-09,0.2,0.4,4.4,2024-11-15
DEU,Germany,2024-11-16,0.0,0.2,2.5,2024-11-22
DEU,Germany,2024-11-23,0.3,0.8,3.8,2024-11-29
DEU,Germany,2024-11-30,0.1,0.3,3.3,2024-12-06
DEU,Germany,2024-12-07,0.3,0.4,5.8,2024-12-13
DEU,Germany,2024-12-14,0.1,0.3,4.9,2024-12-20
DEU,Germany,2024-12-21,0.4,0.9,4.4,2024-12-27
