iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
IND,India,2024-10-05,0.1,0.5,9.0,2024-10-11
IND,India,2024-10-12,0.0,0.1,4.3,2024-10-18
IND,India,2024-10-19,0.2,0.7,6.9,2024-10-25
IND,India,2024-10-26,0.0,0.5,7.0,2024-11-01
IND,India,2024-11-02,0.0,0.6,8.3,2024-11-08
IND,India,2024-11-09,0.0,0.3,5.5,2024-11-15
IND,India,2024-11-16,0.2,1.0,9.2,2024-11-22
IND,India,2024-11-23,0.0,0.4,8.6,2024-11-29
IND,India,2024-11-30,0.2,0.6,6.5,2024-12-06
IND,India,2024-12-07,0.1,1.0,9.1,2024-12-13
IND,India,2024-12-14,0.0,0.3,6.7,2024-12-20
IND,India,2024-12-21,0.2,1.0,11.2,2024-12-27
