iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
SVN,Slovenia,2024-10-05,0.7,3.0,8.1,2024-10-11
SVN,Slovenia,2024-10-12,0.5,1.7,7.0,2024-10-18
SVN,Slovenia,2024-10-19,0.3,2.1,7.3,2024-10-25
SVN,Slovenia,2024-10-26,0.3,1.5,7.3,2024-11-01
SVN,Slovenia,2024-11-02,0.6,3.1,8.8,2024-11-08
SVN,Slovenia,2024-11-09,0.5,1.9,6.6,2024-11-15
SVN,Slovenia,2024-11-16,0.1,2.4,7.3,2024-11-22
SVN,Slovenia,2024-11-23,0.7,2.6,8.8,2024-11-29
SVN,Slovenia,2024-11-30,0.7,3.3,8.6,2024-12-06
SVN,Slovenia,2024-12-07,0.1,2.6,7.5,2024-12-13
SVN,Slovenia,2024-12-14,0.2,1.1,6.2,2024-12-20
SVN,Slovenia,2024-12-21,0.4,2.8,9.5,2024-12-27
